food_form,rating,weight,lifestage,cost,food_texture,size,category,fish_type,dimensions,special_diet,toy_feature,product_name,item_number,litter_and_bedding_type,small_pet_type,brand,material,no_reviews,litter_box_type,old_cost,supplement_form,reptile_type,bowl_feature,bed_type,made_in,product_description,leash_and_collar_feature,bird_type,breed_size,page,percent_rec
,4.5,,,$9.14,,None,Small Pet Supplies,,"9
________________________x_36
____________________________x_36inches",,,Prevue Pet Products,106092,,all_small_pets,,stainless_steel,None,,$11.99,,,,,,"Prevue Pet Products Multi-Color Small Animal Playpen, 36-inch",,,,4,100
,4.6,,,$6.99,,None,Small Pet Supplies,,"13.5
________________________x_6
____________________________x_6inches",,,Prevue Pet Products,106101,,"rabbit,_guinea_pig,_ferret",,grass_/_hay,None,,$12.94,,,,,,"Prevue Pet Products Nature's Hideaway Grass Tunnel Small Animal Toy, 13.5-inch",,,,4,86
treats,5,,"adult,_all_stages",$2.89,,None,Small Pet Supplies,,,,,Marshall,94882,,ferret,,,None,,$5.71,,,,,united_states,"Marshall Bandits Premium Peanut Butter Flavor Ferret Treats, 3-oz bag",,,,4,100
pellets,5,,"adult,_all_stages",$7.19,,None,Small Pet Supplies,,,,,Kaytee,95612,,guinea_pig,,,None,,$12.66,,,,,,"Kaytee Timothy Complete Plus Fruits & Veggies Fiber Diet Guinea Pig Food, 5-lb bag",,,,4,100
,4.4,,adult,$10.99,,None,Small Pet Supplies,,,,,Kaytee,101517,,"rabbit,_guinea_pig,_rat,_chinchilla",,polyester,17,,$17.85,,,,,united_states,"Kaytee Cuddle-E-Cup Plush Small Animal Bed, 12-inch",,,,4,82
treats,5,,all_stages,$2.19,,None,Small Pet Supplies,,,,,Vitakraft,96251,,rabbit,sunseed,,None,,$2.99,,,,,united_states,"Vitakraft Slims with Alfalfa Rabbit Treats, 1.76-oz bag",,,,4,100
,3.9,,,$8.99,,Large,Small Pet Supplies,,"11
________________________x_11
____________________________x_8inches",,,Lixit,104092,,"rabbit,_guinea_pig,_chinchilla,_gerbil,_hamster,_ferret,_mouse,_rat,_degu,_hedgehog,_sugar_glider",,plastic,14,,$14.43,,,,,,Lixit Critter Space Pod Small Animal Hideout,,,,4,79
,3.5,,,$14.99,,8 panel,Small Pet Supplies,,,,,Marshall,101272,,"rabbit,_guinea_pig,_chinchilla,_ferret,_hedgehog",,,None,,$19.77,,,,,,Marshall Small Animal Playpen Mat/Cover,,,,3,62
,4.2,,,$4.99,,Large,Small Pet Supplies,,"10.5
________________________x_12
____________________________x_6.25inches",,,Kaytee,101451,,"rabbit,_guinea_pig,_chinchilla,_gerbil,_hamster,_ferret,_mouse,_rat,_degu",,plastic,None,,$9.92,,,,,united_states,Kaytee Small Animal Igloo Hideway,,,,4,90
pellets,3,,"adult,_all_stages",$6.49,,None,Small Pet Supplies,,,,,Kaytee,95540,,"mouse,_rat",,,None,,$17.63,,,,,,"Kaytee Forti-Diet Pro Health Mouse & Rat Food, 5-lb bag",,,,4,100
treats,5,,all_stages,$3.59,,None,Small Pet Supplies,,,,,Vitakraft,96274,,rabbit,sunseed,,None,,$4.49,,,,,united_states,"Vitakraft Triple Baked Crunch Sticks with Whole Grains & Honey Rabbit Treats, 2-pack",,,,4,100
,4.4,,,$3.99,,20-L,Small Pet Supplies,,,,,Living World,96691,"wood,_pine","hedgehog,_degu,_rat,_mouse,_ferret,_hamster,_gerbil,_chinchilla,_guinea_pig,_rabbit",,,None,,$9.94,,,,,,Living World Pine Shavings Small Animal Bedding,,,,4,80
,5,,"adult,_all_stages",$6.79,,None,Small Pet Supplies,,,,,Oxbow,96046,,"rabbit,_guinea_pig,_chinchilla,_rat,_mouse,_degu,_hamster,_gerbil",,,None,,$9.29,tablet/capsule,,,,united_states,"Oxbow Natural Science Urinary Support Small Animal Supplement, 60 count",,,,4,100
pellets,4.8,,"adult,_all_stages",$11.97,,None,Small Pet Supplies,,,,,Brown's,97349,,chinchilla,tropical_carnival,,None,,$15.14,,,,,united_states,"Brown's Tropical Carnival Biscuits Chinchilla Food, 3-lb bag",,,,4,100
treats,5,,"adult,_all_stages",$3.62,,None,Small Pet Supplies,,,,,Kaytee,95070,,"rabbit,_guinea_pig",,,None,,$7.82,,,,,,"Kaytee Fiesta Berry Blend Flavored Yogurt Chips Rabbit & Guinea Pig Treats, 3.5-oz bag",,,,4,100
,4.3,,,$15.59,,27.5-L,Small Pet Supplies,,,,,Kaytee,95568,wood,"rabbit,_guinea_pig,_chinchilla,_gerbil,_hamster,_ferret,_mouse,_rat,_degu,_hedgehog,_sugar_glider",,,None,,$22.98,,,,,,Kaytee Soft Granule Blend Lavender Scented Small Animal Bedding,,,,4,83
hay,4.7,,"adult,_all_stages",$24.99,,10-lb box,Small Pet Supplies,,,low-protein,,Standlee JoJo's Best,109145,,"rabbit,_guinea_pig,_chinchilla,_degu",,,11,,None,,,,,united_states,Standlee JoJo's Best Premium Western Timothy Hay Small Animal Food,,,,4,90
"treats,_freeze-dried",4.3,,"adult,_all_stages",$4.39,,None,Small Pet Supplies,,,,,Oxbow,96086,,"hamster,_guinea_pig,_rabbit",,,None,,$6.99,,,,,united_states,"Oxbow Simple Rewards Freeze-Dried Banana Small Animal Treats, 1-oz bag",,,,4,67
,3.5,,,$3.79,,None,Small Pet Supplies,,,,,Kaytee,101515,,"guinea_pig,_rabbit,_ferret",,,None,,$5.49,,,,,canada,"Kaytee Small Animal Pro-Nail Trimmer, 6.25-inch",,,,4,60
,5,,"adult,_all_stages",$6.79,,None,Small Pet Supplies,,,,,Oxbow,96035,,"rabbit,_guinea_pig,_chinchilla,_rat,_mouse,_degu,_hamster,_gerbil",,,None,,$8.32,tablet/capsule,,,,united_states,"Oxbow Natural Science Multi-Vitamin Small Animal Supplement, 60 count",,,,5,100
pellets,4.8,,"adult,_all_stages",$11.99,,None,Small Pet Supplies,,,grain-free,,ZuPreem,100879,,ferret,,,None,,$18.74,,,,,united_states,"ZuPreem Grain-Free Diet Ferret Food, 4-lb bag",,,,4,100
treats,4.4,,all_stages,$3.49,,None,Small Pet Supplies,,,,,Vitakraft,96257,,chinchilla,sunseed,,None,,$4.39,,,,,united_states,"Vitakraft Drops with Dandelion Chinchilla Treats, 5.3-oz bag",,,,4,83
treats,4.6,,"adult,_all_stages",$2.99,,None,Small Pet Supplies,,,,,Kaytee,95340,,"rabbit,_guinea_pig,_chinchilla",,,None,,$3.99,,,,,,"Kaytee Baked Carrot Timothy Biscuit Small Animal Treats, 4-oz bag",,,,4,88
,4.5,,"adult,_all_stages",$2.69,,None,Small Pet Supplies,,,,,Marshall,95177,,ferret,,,None,,$4.19,powdered,,,,united_states,"Marshall Uncle Jim's Original Duk Soup Mix Food Supplement & Dietary Aid for Ferrets, 4.5-oz bag",,,,5,100
treats,5,,"all_stages,_adult",$2.49,,None,Small Pet Supplies,,"5.98
________________________x_3.94
____________________________x_1inches",,,eCOTRITION,110275,,"hamster,_gerbil,_mouse,_rat",,,None,,$2.99,,,,,,"eCOTRITION Cheesie Chews Hamsters, Gerbils, Mice & Rats Treat, 1-oz",,,,5,100
pellets,2.7,,all_stages,$10.99,,None,Small Pet Supplies,,,,,Vitakraft,96306,,hedgehog,sunseed,,None,,None,,,,,united_states,"Vitakraft VitaSmart Fortified Nutrition Hedgehog Food, 25-oz bag",,,,5,33
treats,5,,"adult,_all_stages",$3.99,,None,Small Pet Supplies,,,,,Oxbow,96123,,"rabbit,_guinea_pig,_hamster",,,None,,$6.00,,,,,united_states,"Oxbow Simple Rewards Timothy Small Animal Treats, 1.4-oz bag",,,,5,100
,4,,"adult,_all_stages",$8.99,,None,Small Pet Supplies,,"4.5
________________________x_3.3
____________________________x_1.5inches",,,HomeoPet,110688,,,,,None,,$11.30,liquid,,,,united_states,"HomeoPet Cough Dog, Cat, Bird & Small Animal Supplement, 450 drops",,,,5,75
treats,5,,"adult,_all_stages",$1.79,,None,Small Pet Supplies,,,,,Brown's,97189,,"hamster,_gerbil,_rat,_mouse",tropical_carnival,,None,,$4.98,,,,,united_states,"Brown's Tropical Carnival Select Seeds Small Animal Treats, 3.5-oz bag",,,,5,100
pellets,5,,,$9.33,,None,Small Pet Supplies,,,,,Hartz,95111,,rabbit,,,None,,None,,,,,,"Hartz Small Animal Diet Rabbit Food, 10-lb bag",,,,5,100
,4.6,,,$43.99,,None,Small Pet Supplies,,,,,Marshall,101266,,"rabbit,_guinea_pig,_chinchilla,_ferret,_hedgehog",,,None,,$59.95,,,,,,"Marshall Small Animal Playpen, 8 panel",,,,5,100
,5,,,$7.59,,None,Small Pet Supplies,,,,,Oxbow,96069,,chinchilla,,,None,,$8.99,,,,,united_states,"Oxbow Poof! Chinchilla Dust Bath, Blue Cloud, 2.5-lb jar",,,,5,100
pellets,5,,"adult,_all_stages",$7.59,,None,Small Pet Supplies,,,,,Kaytee,95600,,guinea_pig,,,None,,$10.99,,,,,,"Kaytee Timothy Complete Fiber Diet Guinea Pig Food, 5-lb bag",,,,5,100
,5,,"adult,_all_stages",$10.99,,None,Small Pet Supplies,,"4.5
________________________x_3.3
____________________________x_1.5inches",,,HomeoPet,110692,,,,,None,,None,liquid,,,,united_states,"HomeoPet Nose Relief Dog, Cat, Bird & Small Animal Supplement, 450 drops",,,,5,100
,2.2,,,$3.19,,None,Small Pet Supplies,,"11.75
________________________x_3.5
____________________________x_2.5inches",,,Lixit,104089,,guinea_pig,,,None,,None,,,,,,"Lixit Critter Brites Guinea Pig Water Bottle, 16-oz bottle",,,,5,17
,5,,,$6.89,,None,Small Pet Supplies,,"10
________________________x_6
____________________________x_0.4inches",,,Kaytee,103504,,chinchilla,,,None,,$9.99,,,,,,"Kaytee Chin Chiller Granite Stone Chinchilla Cooling Ledge, 9.9-inch",,,,5,100
treats,5,,"adult,_all_stages",$2.79,,None,Small Pet Supplies,,"7.5
________________________x_4.75
____________________________x_2inches",,,eCOTRITION,110270,,"hamster,_gerbil,_rat,_mouse",,,None,,$2.99,,,,,,"eCOTRITION Yogies Cheese Flavor Hamsters, Gerbils, Rats & Mice Treat, 3.5-oz bag",,,,5,100
hay,4.2,,"adult,_all_stages",$10.39,,None,Small Pet Supplies,,,,,Oxbow,96015,,"rabbit,_guinea_pig,_chinchilla,_degu",,,None,,$11.89,,,,,united_states,"Oxbow Harvest Stacks Compressed Hay Western Timothy with Carrots Small Animal Food, 35-oz",,,,5,80
hay,4.3,,"adult,_all_stages",$5.19,,None,Small Pet Supplies,,,,,Kaytee,95618,,"rabbit,_guinea_pig,_chinchilla,_degu",,,None,,$7.99,,,,,,"Kaytee Timothy Hay Plus Mint Small Animal Food, 24-oz bag",,,,5,100
,4.6,7.36ounces,adult,$9.82,,None,Small Pet Supplies,,"21
________________________x_12.5
____________________________x_2inches",,,ProSelect,108622,,"chinchilla,_ferret,_rat,_sugar_glider",petedge,polyester,None,,$11.53,,,,,,ProSelect Wild Time Cage Hammock,,,,5,100
treats,4.5,,all_stages,$3.70,,None,Small Pet Supplies,,,,,Vitakraft,96264,,guinea_pig,sunseed,,None,,$4.96,,,,,united_states,"Vitakraft Triple Baked Crunch Sticks with Popped Grains & Honey Guinea Pig Treats, 2-pack",,,,5,100
pellets,4.8,,"adult,_all_stages",$5.89,,None,Small Pet Supplies,,,,,Mazuri,97192,,"rat,_mouse",,,None,,$7.19,,,,,,"Mazuri Rat & Mouse Food, 2-lb bag",,,,5,100
"freeze-dried,_treats",4.7,,"adult,_all_stages",$10.99,,None,Small Pet Supplies,,,,,Wysong,73679,,,,,20,,$15.08,,,,,united_states,"Wysong Dream Chicken Freeze-Dried Dog, Cat & Ferret Treats, 4.9-oz bag",,,"all_breeds,_small,_medium,_large",5,95
,4.8,,,$3.39,,6-oz bowl,Small Pet Supplies,,"5
________________________x_3.5
____________________________x_1.88inches",,,Living World,101598,,"rabbit,_guinea_pig,_chinchilla,_gerbil,_hamster,_ferret",,plastic,None,,$3.99,,,,,,Living World Lock & Crock Dish Small Animal Bowl,,,,5,100
treats,5,,"adult,_all_stages",$3.19,,None,Small Pet Supplies,,,,,Marshall,94878,,ferret,,,None,,$3.74,,,,,united_states,"Marshall Bandits Premium Original Chicken Flavor Ferret Treats, 3-oz bag",,,,5,100
treats,5,,all_stages,$3.19,,None,Small Pet Supplies,,,,,Vitakraft,96282,,"rabbit,_guinea_pig,_hamster",sunseed,,None,,$3.49,,,,,united_states,"Vitakraft Nibble Rings Crunchy Small Animal Treats, 10.6-oz bag",,,,6,100
hay,4.5,,"adult,_all_stages",$10.49,,None,Small Pet Supplies,,,,,Kaytee,95614,,"rabbit,_guinea_pig,_chinchilla,_degu",,,None,,$16.86,,,,,,"Kaytee Timothy Hay Plus Carrots Small Animal Food, 48-oz bag",,,,5,100
,4.4,,,$10.29,,None,Small Pet Supplies,,,,,Marshall,101275,,ferret,,fleece,None,,$14.99,,,,,,"Marshall Hide-N-Sleep Alligator Ferret Hideaway, 9.5-inch",,,,6,100
,5,,,$7.99,,None,Small Pet Supplies,,,,,Marshall,94936,,"rabbit,_guinea_pig,_hamster",,,None,,$11.24,,,,,united_states,"Marshall Goodbye Body & Waste Odor Small Animal Supplement, 8-oz bottle",,,,6,100
pellets,5,,"adult,_all_stages",$6.39,,None,Small Pet Supplies,,,,,CareFresh,94688,,rabbit,,,None,,$8.91,,,,,united_states,"CareFresh Complete Menu Rabbit Food, 4.5-lb bag",,,,6,100
wet_food,3.7,,adult,$38.79,pate,None,Small Pet Supplies,,,grain-free,,Wysong,83375,,,,,17,,$40.99,,,,,united_states,"Wysong Epigen Rabbit Formula Grain-Free Canned  Dog, Cat & Ferret Food, 13-oz, case of 12",,,"all_breeds,_small,_medium,_large",6,65
treats,3.7,,all_stages,$3.19,,None,Small Pet Supplies,,,,,Vitakraft,96280,,rabbit,sunseed,,None,,$4.99,,,,,united_states,"Vitakraft Drops with Yogurt Rabbit Treats, 5.3-oz bag",,,,6,100
hay,3.1,,"adult,_all_stages",$2.79,,None,Small Pet Supplies,,,,,Kaytee,95368,,"rabbit,_guinea_pig,_chinchilla,_degu",,,None,,$9.99,,,,,,"Kaytee All Natural Bermuda Grass Small Animal Food, 16-oz bag",,,,6,56
,4.7,,,$9.99,,None,Small Pet Supplies,,,,,Kaytee,101476,,"rabbit,_guinea_pig",,plastic,None,,$15.99,,,,,united_states,"Kaytee Gravity Bin with Mounting Bracket Small Animal Feeder, 8.25-inch",,,,6,100
,4.5,,,$3.99,,None,Small Pet Supplies,,,,,Ware,96126,,rabbit,,,None,,$9.05,,,,,,"Ware Rabbit Pan Liner, 4-pack",,,,6,100
pellets,5,,all_stages,$9.49,,None,Small Pet Supplies,,,,,Mazuri,97196,,chinchilla,,,None,,None,,,,,,"Mazuri Chinchilla Food, 2.5-lb bag",,,,6,100
pellets,5,,"adult,_all_stages",$7.49,,None,Small Pet Supplies,,,,,Kaytee,95538,,rabbit,,,None,,$8.49,,,,,,"Kaytee Forti-Diet Pro Health Juvenile Rabbit Food, 5-lb bag",,,,6,100
,5,,"adult,_all_stages",$6.79,,None,Small Pet Supplies,,,,,Oxbow,96032,,"rabbit,_guinea_pig,_chinchilla,_rat,_mouse,_degu,_hamster,_gerbil",,,None,,$8.32,tablet/capsule,,,,united_states,"Oxbow Natural Science Joint Support Small Animal Supplement, 60 count",,,,6,100
treats,5,,"adult,_all_stages",$4.78,,None,Small Pet Supplies,,,,,Kaytee,95272,,"rabbit,_guinea_pig,_chinchilla",,,None,,$6.78,,,,,,"Kaytee Forti-Diet Pro Health Healthy Bits Rabbit, Guinea Pig & Chinchilla Treats, 4.5-oz bag",,,,6,100
,3.1,,,$7.99,,None,Small Pet Supplies,,"10
________________________x_5.5
____________________________x_4inches",,,Lixit,104122,,"rabbit,_guinea_pig,_chinchilla,_gerbil,_hamster,_ferret",,,None,,None,,,,,united_states,"Lixit Wide-Mouth Small Animal Water Bottle, 64-oz bottle",,,,6,60
pellets,5,,"adult,_all_stages",$6.29,,None,Small Pet Supplies,,,,,Kaytee,95535,,"mouse,_rat,_hamster",,,None,,$13.42,,,,,,"Kaytee Forti-Diet Pro Health Dental Health Mouse, Rat & Hamster Food, 3-lb bag",,,,6,100
wet_food,4.6,,adult,$32.89,pate,None,Small Pet Supplies,,,grain-free,,Wysong,83371,,,,,14,,$34.79,,,,,united_states,"Wysong Epigen Beef Formula Grain-Free Canned  Dog, Cat & Ferret Food, 13-oz, case of 12",,,"all_breeds,_small,_medium,_large",6,92
,4.5,,,$5.19,,None,Small Pet Supplies,,,,,Kaytee,103542,,"rabbit,_hamster,_guinea_pig",,,None,,$6.12,,,,,,"Kaytee Quick & Clean Small Animal Instant Shampoo, 8-oz bottle",,,,6,100
hay,4.2,,"adult,_all_stages",$5.59,,None,Small Pet Supplies,,,,,CareFresh,94671,,"rabbit,_guinea_pig,_chinchilla,_degu",,,None,,$7.76,,,,,united_states,"CareFresh Alfalfa Hay Small Animal Food, 32-oz bag",,,,6,100
treats,3.5,,"adult,_all_stages",$3.99,,None,Small Pet Supplies,,,gluten_free,,Brown's,96874,,"rabbit,_guinea_pig,_chinchilla,_hamster,_gerbil,_mouse,_rat",tropical_carnival,,None,,None,,,,,united_states,"Brown's Tropical Carnival Baked Pretzel Small Animal Treats, 2-oz bag",,,,6,75
treats,3.7,,"adult,_all_stages",$2.79,,None,Small Pet Supplies,,,,,Brown's,97258,,"rabbit,_guinea_pig,_chinchilla",tropical_carnival,,None,,$3.99,,,,,united_states,"Brown's Tropical Carnival Sweet Potato Yummies Small Animal Treats, 3.5-oz bag",,,,6,67
pellets,5,,"adult,_all_stages",$10.19,,None,Small Pet Supplies,,,organic,,Oxbow,95976,,guinea_pig,,,None,,$16.49,,,,,united_states,"Oxbow Bene Terra Organic Guinea Pig Food, 3-lb bag",,,,6,100
pellets,4.5,,all_stages,$10.27,,None,Small Pet Supplies,,,,,Vitakraft,96289,,chinchilla,sunseed,,None,,$16.77,,,,,united_states,"Vitakraft VitaNature Natural Chinchilla Food, 2.75-lb bag",,,,6,100
,5,,,$13.53,,None,Small Pet Supplies,,,,,Kaytee,95563,"cedar,_wood","rabbit,_guinea_pig,_chinchilla,_gerbil,_hamster,_ferret,_mouse,_rat,_degu,_hedgehog,_sugar_glider",,,None,,$18.21,,,,,,"Kaytee Red Cedar Pet Bedding, 41-L",,,,6,100
pellets,4.5,,"adult,_all_stages",$18.96,,25-lb bag,Small Pet Supplies,,,,,Kaytee,95523,,rabbit,,,None,,$24.49,,,,,,Kaytee Forti-Diet Pro Health Adult Rabbit Food,,,,6,100
,5,,"adult,_all_stages",$6.79,,None,Small Pet Supplies,,,,,Oxbow,96039,,"rabbit,_guinea_pig,_chinchilla,_rat,_mouse,_degu,_hamster,_gerbil",,,None,,$10.52,tablet/capsule,,,,united_states,"Oxbow Natural Science Skin & Coat Small Animal Supplement, 60 count",,,,6,100
treats,5,,all_stages,$3.48,,None,Small Pet Supplies,,,,,Vitakraft,96270,,hamster,sunseed,,None,,$4.39,,,,,united_states,"Vitakraft Drops with Strawberry Hamster Treats, 5.3-oz bag",,,,7,100
pellets,5,,all_stages,$5.59,,None,Small Pet Supplies,,,,,Vitakraft,96304,,hamster,sunseed,,None,,$6.99,,,,,united_states,"Vitakraft VitaSmart Complete Nutrition Hamster Food, 2-lb bag",,,,7,100
,4.5,,,$16.14,,42-L,Small Pet Supplies,,,,,Oxbow,96081,paper,"rabbit,_guinea_pig,_chinchilla,_gerbil,_hamster,_ferret,_mouse,_rat,_degu,_hedgehog,_sugar_glider",,,None,,None,,,,,united_states,"Oxbow Pure Comfort Small Animal Bedding, White",,,,7,100
treats,5,,"adult,_all_stages",$4.68,,None,Small Pet Supplies,,,,,Peter's,95137,,"rabbit,_guinea_pig,_mouse,_rat,_chinchilla,_hamster,_gerbil,_sugar_glider",marshall,,None,,$5.19,,,,,united_states,"Peter's Papaya Pieces Small Animal Nature Treats, 2.85-oz bag",,,,7,100
hay,4.2,,"adult,_all_stages",$10.39,,None,Small Pet Supplies,,,,,Oxbow,96017,,"rabbit,_guinea_pig,_chinchilla,_degu",,,None,,$11.89,,,,,united_states,"Oxbow Harvest Stacks Compressed Hay Western Timothy with Chamomile Small Animal Food, 35-oz",,,,7,83
pellets,4,,"adult,_all_stages",$9.72,,5-lb bag,Small Pet Supplies,,,,,Kaytee,95518,,"hamster,_gerbil",,,None,,$11.99,,,,,,Kaytee Forti-Diet Pro Health Hamster & Gerbil Food,,,,7,75
treats,5,,"adult,_all_stages",$2.34,,None,Small Pet Supplies,,,high-protein,,N-Bone,104587,,ferret,,,None,,$2.99,,,,,united_states,"N-Bone Salmon Flavor Chew Stick Ferret Treats, 1.87-oz bag",,,,7,100
,5,,,$9.69,,None,Small Pet Supplies,,,,,Kaytee,95472,paper,"rabbit,_guinea_pig,_chinchilla,_gerbil,_hamster,_ferret,_mouse,_rat,_degu,_hedgehog,_sugar_glider",,,None,,$14.99,,,,,,"Kaytee Clean & Cozy Scented Small Animal Bedding, Summer Storm, 27.9-L",,,,7,100
treats,4.5,,"adult,_all_stages",$2.39,,None,Small Pet Supplies,,,,,N-Bone,104583,,ferret,,,None,,$2.99,,,,,united_states,"N-Bone Bacon Flavor Chew Stick Ferret Treats, 1.87-oz bag",,,,7,100
pellets,5,,"adult,_all_stages",$19.09,,None,Small Pet Supplies,,,,,Kaytee,95576,,guinea_pig,,,None,,$22.11,,,,,,"Kaytee Supreme Diet Guinea Pig Food, 25-lb bag",,,,7,100
,5,,,$9.69,,None,Small Pet Supplies,,,,,Kaytee,95474,paper,"rabbit,_guinea_pig,_chinchilla,_gerbil,_hamster,_ferret,_mouse,_rat,_degu,_hedgehog,_sugar_glider",,,None,,$13.67,,,,,,"Kaytee Clean & Cozy Scented Small Animal Bedding, Tahitian Vanilla, 27.9-L",,,,7,100
,4,,,$12.99,,None,Small Pet Supplies,,,,,Kaytee,101447,,chinchilla,,,None,,$19.95,,,,,united_states,"Kaytee Chinchilla Dust Bath House, 9-inch",,,,7,100
pellets,4.2,,"adult,_all_stages",$3.99,,None,Small Pet Supplies,,,,,CareFresh,94678,,chinchilla,,,None,,$4.99,,,,,united_states,"CareFresh Complete Chinchilla Food, 2-lb bag",,,,7,75
,3.5,,,$37.49,,None,Small Pet Supplies,,"17
________________________x_12.75
____________________________x_24inches",,,Ware,101120,,"guinea_pig,_chinchilla,_gerbil,_hamster,_mouse,_rat",,,17,,$40.72,,,,,,"Ware Chew Proof 4 Story Small Animal Cage, Purple",,,,7,56
pellets,3.6,,all_stages,$11.89,,None,Small Pet Supplies,,,,,Vitakraft,96313,,sugar_glider,sunseed,,None,,$13.99,,,,,united_states,"Vitakraft VitaSmart Complete Nutrition Sugar Glider Food, 28-oz bag",,,,6,60
,5,,,$19.99,,Large,Small Pet Supplies,,,,,Oxbow,96129,,"chinchilla,_rabbit,_guinea_pig",,grass_/_hay,None,,$21.59,,,,,,Oxbow Timothy Club Bungalow Small Animal Hideout,,,,7,100
treats,5,,"adult,_all_stages",$4.19,,None,Small Pet Supplies,,,,,Kaytee,95091,,"rabbit,_guinea_pig,_hamster,_gerbil,_ferret,_chinchilla,_mouse,_rat",,,None,,$4.65,,,,,,"Kaytee Fiesta Blueberry & Strawberry Flavored Yogurt Dipped Timothy Hay Small Animal Treats, 2.5-oz bag",,,,7,100
,3.7,,,$6.92,,None,Small Pet Supplies,,"12
________________________x_3.5
____________________________x_3.5inches",,,Lixit,104087,,rabbit,,,None,,$9.28,,,,,,"Lixit Critter Brites Rabbit Water Bottle, 32-oz",,,,7,67
,2.8,,"adult,_all_stages,_baby",$93.49,,None,Small Pet Supplies,,"31
________________________x_20.5
____________________________x_40inches",,,Prevue Pet Products,106030,,"chinchilla,_rat,_ferret",,,None,,$135.17,,,,,,"Prevue Pet Products Rat & Chinchilla Critter Cage, 31-inch",,,,8,50
treats,4.4,,"adult,_all_stages",$1.99,,None,Small Pet Supplies,,,,,Oxbow,96151,,"rabbit,_guinea_pig,_chinchilla",,,24,,$4.24,,,,,united_states,"Oxbow Timothy Club Twists Small Animal Treats, 6 count",,,,8,83
treats,4.5,,"adult,_all_stages",$5.09,,None,Small Pet Supplies,,,,,Kaytee,95348,,"rabbit,_guinea_pig,_chinchilla,_degu",,,None,,$5.79,,,,,,"Kaytee Timothy Hay Plus Marigolds Small Animal Treat, 24-oz bag",,,,8,100
pellets,5,,all_stages,$14.78,,None,Small Pet Supplies,,,,,Vitakraft,96291,,guinea_pig,sunseed,,None,,None,,,,,united_states,"Vitakraft VitaNature Natural Timothy Guinea Pig Food, 2.75-lb bag",,,,8,100
,4.2,,,$13.08,,Large,Small Pet Supplies,,"11.5
________________________x_11.5
____________________________x_7inches",,,Ware,101116,,"rabbit,_guinea_pig,_chinchilla,_gerbil,_hamster,_ferret,_mouse,_rat,_degu,_hedgehog",,willow,None,,None,,,,,,Ware Natural Hut Small Animal Hideout,,,,8,80
,3,,,$7.99,,None,Small Pet Supplies,,"16
________________________x_5.5
____________________________x_4inches",,,Lixit,104104,,rabbit,,,None,,$9.99,,,,,,"Lixit Quick Lock Flip Top Rabbit Water Bottle, 32-oz bottle",,,,8,57
,4.8,,,$122.96,,None,Small Pet Supplies,,"31
________________________x_20
____________________________x_54inches",,,Prevue Pet Products,106037,,ferret,,,None,,$138.01,,,,,,"Prevue Pet Products Feisty Ferret Home, Black Hammertone",,,,7,100
treats,5,,all_stages,$4.49,,None,Small Pet Supplies,,,,,Vitakraft,96276,,rabbit,sunseed,,None,,$5.67,,,,,united_states,"Vitakraft Triple Baked Crunch Sticks with Whole Grains & Wild Berries Rabbit Treats, 2-pack",,,,8,100
wet_food,4.1,,adult,$33.60,pate,None,Small Pet Supplies,,,grain-free,,Wysong,83372,,,,,16,,$36.99,,,,,united_states,"Wysong Epigen Chicken Formula Grain-Free Canned  Dog, Cat & Ferret Food, 13-oz, case of 12",,,"all_breeds,_small,_medium,_large",8,73
,5,,,$11.73,,None,Small Pet Supplies,,,,,Brown's,96851,corn,"rabbit,_guinea_pig,_chinchilla,_gerbil,_hamster,_ferret,_mouse,_rat,_degu,_hedgehog,_sugar_glider",naturally_fresh!,,None,,$17.10,,,,,united_states,"Brown's Naturally Fresh! Corn Cob Small Animal & Bird Bedding, 5.87-L",,"macaw,_hookbill,_cockatiel,_cockatoo,_canary,_conure,_dove_and_pigeon,_finch,_lovebird,_parakeet,_parrot",,8,100
treats,5,,"adult,_all_stages",$2.44,,None,Small Pet Supplies,,,,,Kaytee,95278,,chinchilla,,,None,,$3.49,,,,,,"Kaytee Forti-Diet Pro Health Honey Chinchilla Treat Sticks, 3.6-oz",,,,8,100
